min-8-1;3.357023;63
min-10-1;5.342665;71
min-12-1;7.328307;281
min-14-1;9.313949;164
min-16-1;11.299592;198
min-18-1;13.285234;237
min-20-1;46.462814;759
min-22-1;52.353989;727
min-24-1;63.185047;1113
min-26-1;67.124397;1307
min-28-1;71.457794;2014
min-30-1;75.791199;1785
min-32-1;80.124596;2073
min-34-1;84.457993;2386
min-36-1;88.791397;2687
min-38-1;93.124802;2952
min-40-1;97.458206;3373
min-42-1;101.791603;3674
min-44-1;106.125000;4086
min-46-1;110.458397;4355
min-48-1;114.791801;4712
min-50-1;119.125198;5151
min-52-1;123.458595;5647
min-54-1;127.791992;6615
min-56-1;132.125397;6794
min-58-1;136.458786;7297
min-60-1;140.792191;7830
min-62-1;145.125580;8336
min-64-1;149.458969;8995
min-66-1;153.792358;9546
min-68-1;158.125748;10215
min-70-1;162.459152;11837
min-72-1;166.792542;12768
min-74-1;171.125931;11629
min-76-1;175.459305;15570
min-78-1;179.792694;15610
min-80-1;184.126083;18676
min-82-1;188.459457;18252
min-84-1;192.792847;19342
min-86-1;197.126221;20552
min-88-1;201.459610;20630
min-90-1;205.792984;21282
min-92-1;210.126373;22489
min-94-1;214.459763;23858
min-96-1;218.793137;25239
min-98-1;223.126526;26222
min-100-1;227.459900;38876
min-102-1;231.793289;33431
min-104-1;236.126663;40226
min-106-1;240.460052;34453
min-108-1;244.793442;31763
min-110-1;249.126816;29473
min-112-1;253.460205;31415
min-114-1;257.793579;31972
min-116-1;262.126953;32299
min-118-1;266.460327;34032
min-120-1;270.793701;34624
min-122-1;275.127106;36330
min-124-1;279.460510;39420
min-126-1;283.793915;41351
min-128-1;288.127258;42036
min-130-1;292.460663;43699
min-132-1;296.794067;43301
min-134-1;301.127441;44468
min-136-1;305.460815;45693
min-138-1;309.794189;47695
min-140-1;314.127594;49231
min-142-1;318.460968;52926
min-144-1;322.794342;55864
min-146-1;327.127747;57791
min-148-1;331.461151;60690
min-150-1;335.794525;63229
min-152-1;340.127930;63084
min-154-1;344.461304;63835
min-156-1;348.794708;68664
min-158-1;353.128082;69733
min-160-1;357.461487;69521
min-162-1;361.794861;70987
min-164-1;366.128265;74778
min-166-1;370.461639;78965
min-168-1;374.795044;75360
min-170-1;379.128418;77434
min-172-1;383.461823;82742
min-174-1;387.795197;83292
min-176-1;392.128601;84360
min-178-1;396.461975;85048
min-180-1;400.795380;89492
min-182-1;405.128754;92616
min-184-1;409.462158;93041
min-186-1;413.795532;94041
min-188-1;418.128937;104401
min-190-1;422.462311;103712
min-192-1;426.795715;103479
min-194-1;431.129089;112226
min-196-1;435.462494;115566
min-198-1;439.795868;118989
min-200-1;593.761108;117354
