min-8-1;2.000000;172
min-10-1;3.000000;472
min-12-1;3.000000;677
min-14-1;5.000000;1259
min-16-1;4.000000;1375
min-18-1;7.000000;2381
min-20-1;8.000000;7776
min-22-1;13.000000;15120
min-24-1;15.000000;16968
min-26-1;17.000000;22609
min-28-1;19.000000;24561
min-30-1;21.000000;19514
min-32-1;23.000000;18730
min-34-1;25.000000;40654
min-36-1;17.000000;38620
min-38-1;29.000000;37601
min-40-1;32.000000;103463
min-42-1;34.000000;58504
min-44-1;35.000000;101869
min-46-1;37.000000;99454
min-48-1;39.000000;83051
min-50-1;41.000000;92964
min-52-1;43.000000;101164
min-54-1;45.000000;141316
min-56-1;47.000000;149307
min-58-1;28.000000;133087
min-60-1;25.000000;124218
min-62-1;53.000000;185057
min-64-1;55.000000;194200
min-66-1;57.000000;210610
min-68-1;59.000000;246890
min-70-1;63.000000;279668
min-72-1;63.000000;283253
min-74-1;65.000000;290798
min-76-1;67.000000;316160
min-78-1;69.000000;341912
min-80-1;71.000000;417128
min-82-1;73.000000;458332
min-84-1;75.000000;581412
min-86-1;77.000000;809986
min-88-1;79.000000;716281
min-90-1;81.000000;558998
min-92-1;83.000000;599864
min-94-1;85.000000;572066
min-96-1;87.000000;676394
min-98-1;89.000000;719924
min-100-1;91.000000;747325
min-102-1;93.000000;788254
min-104-1;95.000000;1083215
min-106-1;98.000000;1155216
min-108-1;99.000000;984602
min-110-1;101.000000;991820
min-112-1;103.000000;1047048
min-114-1;105.000000;1091459
min-116-1;107.000000;1948008
min-118-1;109.000000;1544480
min-120-1;111.000000;1656925
min-122-1;113.000000;1919459
min-124-1;115.000000;1872453
min-126-1;117.000000;1956614
min-128-1;119.000000;2256555
min-130-1;121.000000;2303835
min-132-1;123.000000;2194871
min-134-1;125.000000;2132662
min-136-1;127.000000;2234977
min-138-1;131.000000;2064751
min-140-1;131.000000;2047234
min-142-1;133.000000;2398359
min-144-1;135.000000;2305385
min-146-1;137.000000;2474453
min-148-1;139.000000;3125296
min-150-1;141.000000;3190174
min-152-1;143.000000;3037161
min-154-1;145.000000;2864337
min-156-1;147.000000;3544839
min-158-1;149.000000;3627762
min-160-1;151.000000;4509374
min-162-1;153.000000;4929216
min-164-1;155.000000;3665557
min-166-1;157.000000;3976112
min-168-1;159.000000;3524417
min-170-1;161.000000;4117782
min-172-1;163.000000;4857427
min-174-1;165.000000;4578092
min-176-1;167.000000;5556803
min-178-1;169.000000;5896704
min-180-1;171.000000;5673821
min-182-1;173.000000;5968731
min-184-1;175.000000;6102686
min-186-1;177.000000;6495654
min-188-1;179.000000;7048477
min-190-1;181.000000;7538697
min-192-1;183.000000;7029595
min-194-1;185.000000;7655083
min-196-1;187.000000;6727957
min-198-1;189.000000;6673140
min-200-1;192.000000;8229856
