min-8-1;17.454546;55
min-10-1;44.827583;99
min-12-1;80.000000;249
min-14-1;123.069778;210
min-16-1;174.079987;296
min-18-1;233.052643;368
min-20-1;325.203247;472
min-22-1;395.029388;682
min-24-1;453.119995;697
min-26-1;544.097595;830
min-28-1;643.056213;1042
min-30-1;750.000000;1175
min-32-1;864.932007;1306
min-34-1;987.854736;1523
min-36-1;1118.769043;1721
min-38-1;1257.677246;1795
min-40-1;1404.580566;2680
min-42-1;1559.478760;2532
min-44-1;1722.372192;2989
min-46-1;1893.263306;4143
min-48-1;2072.151123;4498
min-50-1;2259.035889;3679
min-52-1;2453.919678;3987
min-54-1;2656.800781;4386
min-56-1;2867.680176;4739
min-58-1;3086.556885;5219
min-60-1;3313.434082;5493
min-62-1;3548.307861;7728
min-64-1;3791.179688;6251
min-66-1;4042.056152;8119
min-68-1;4300.926270;8866
min-70-1;4567.793945;10134
min-72-1;4842.666016;8685
min-74-1;5125.537598;9266
min-76-1;5416.407227;9858
min-78-1;5715.271484;10355
min-80-1;6022.136719;11898
min-82-1;6337.003906;22967
min-84-1;6659.876953;48174
min-86-1;6990.738281;19768
min-88-1;7329.604004;22196
min-90-1;7676.470703;14515
min-92-1;8031.329102;15312
min-94-1;8394.206055;15984
min-96-1;8765.065430;17210
min-98-1;9143.928711;21180
min-100-1;9530.796875;22128
min-102-1;9925.659180;21579
min-104-1;10328.518555;21816
min-106-1;10739.375977;22186
min-108-1;11158.250977;22900
min-110-1;11585.116211;24352
min-112-1;12019.967773;25546
min-114-1;12462.824219;26143
min-116-1;12913.700195;27800
min-118-1;13372.550781;28485
min-120-1;13839.393555;28873
min-122-1;14314.276367;37164
min-124-1;14797.120117;31038
min-126-1;15288.000000;32223
min-128-1;15786.877930;33852
min-130-1;16293.716797;41677
min-132-1;16808.587891;37166
min-134-1;17331.417969;38268
min-136-1;17862.291016;43714
min-138-1;18401.175781;41487
min-140-1;18948.044922;47061
min-142-1;19502.876953;126288
min-144-1;20065.755859;79481
min-146-1;20636.580078;77367
min-148-1;21215.451172;61348
min-150-1;21802.316406;52517
min-152-1;22397.185547;47861
min-154-1;23000.019531;50704
min-156-1;23610.873047;53603
min-158-1;24229.744141;54786
min-160-1;24856.603516;47372
min-162-1;25491.470703;46399
min-164-1;26134.332031;51594
min-166-1;26785.195312;51464
min-168-1;27444.052734;51213
min-170-1;28110.912109;55612
min-172-1;28785.765625;52170
min-174-1;29468.621094;60745
min-176-1;30159.474609;62790
min-178-1;30858.326172;63949
min-180-1;31565.185547;59774
min-182-1;32280.035156;63527
min-184-1;33002.890625;71403
min-186-1;33733.734375;71014
min-188-1;34472.613281;70959
min-190-1;35219.449219;68867
min-192-1;35974.445312;69300
min-194-1;36737.277344;76715
min-196-1;37508.113281;79295
min-198-1;38286.945312;80774
min-200-1;39390.855469;83234
