min-8-1;2.000000;71
min-10-1;2.758621;130
min-12-1;2.666667;162
min-14-1;2.930233;168
min-16-1;3.520000;300
min-18-1;3.473684;314
min-20-1;5.853659;738
min-22-1;6.147059;1023
min-24-1;6.400000;995
min-26-1;7.134146;1784
min-28-1;7.078651;1988
min-30-1;7.968750;1856
min-32-1;7.922330;2144
min-34-1;7.727273;1599
min-36-1;8.769232;2873
min-38-1;8.427420;2931
min-40-1;9.465649;2867
min-42-1;9.130436;2930
min-44-1;10.013794;3351
min-46-1;10.440790;4996
min-48-1;11.320756;5810
min-50-1;11.596384;6071
min-52-1;12.173412;7083
min-54-1;12.149999;7539
min-56-1;12.128341;8128
min-58-1;13.304122;9264
min-60-1;13.880594;10821
min-62-1;13.860578;11262
min-64-1;14.734886;12996
min-66-1;15.013511;13583
min-68-1;15.292578;15897
min-70-1;15.275425;16558
min-72-1;16.444448;18409
min-74-1;16.724005;18872
min-76-1;17.299608;21764
min-78-1;17.284094;22901
min-80-1;18.007378;24930
min-82-1;17.697844;22056
min-84-1;17.978947;23476
min-86-1;18.702059;28627
min-88-1;19.719059;31728
min-90-1;20.147057;34033
min-92-1;17.782749;22112
min-94-1;20.268755;34229
min-96-1;21.431187;42806
min-98-1;21.565868;43203
min-100-1;22.434013;47334
min-102-1;22.422419;46236
min-104-1;19.774647;29177
min-106-1;23.571819;51939
min-108-1;23.853653;58488
min-110-1;24.135635;60811
min-112-1;24.125332;46035
min-114-1;24.992298;62660
min-116-1;25.858936;54209
min-118-1;25.849016;52318
min-120-1;22.335762;31480
min-122-1;22.911489;33239
min-124-1;27.571758;64828
min-126-1;27.562500;64627
min-128-1;28.428251;71749
min-130-1;28.419277;73924
min-132-1;24.331123;41213
min-134-1;24.906519;50710
min-136-1;30.141319;96603
min-138-1;25.911383;56309
min-140-1;29.979198;90584
min-142-1;25.752056;54403
min-144-1;30.981806;104815
min-146-1;32.137432;115537
min-148-1;32.711205;116472
min-150-1;32.703495;109386
min-152-1;33.567879;109366
min-154-1;28.039623;63376
min-156-1;34.424572;122712
min-158-1;34.417263;149692
min-160-1;34.410164;153776
min-162-1;35.564518;152392
min-164-1;35.847778;192003
min-166-1;35.115395;174959
min-168-1;36.994827;204367
min-170-1;37.278172;233730
min-172-1;36.836418;207879
min-174-1;37.555008;261089
min-176-1;38.708397;238764
min-178-1;38.991848;242290
min-180-1;39.565220;249471
min-182-1;39.558918;260836
min-184-1;40.422058;261600
min-186-1;40.705627;278391
min-188-1;41.278908;278534
min-190-1;41.272877;256239
min-192-1;42.135746;287169
min-194-1;42.419392;289414
min-196-1;42.992622;301957
min-198-1;42.986839;304700
min-200-1;45.395229;331080
