min-8-1;2.181818;470
min-10-1;4.482759;94
min-12-1;6.666667;160
min-14-1;8.790698;208
min-16-1;10.879999;233
min-18-1;12.947369;3100
min-20-1;16.260160;6514
min-22-1;17.955885;537
min-24-1;18.879997;717
min-26-1;20.926830;2027
min-28-1;22.966290;1015
min-30-1;25.000000;3954
min-32-1;27.029125;2069
min-34-1;29.054552;2318
min-36-1;31.076931;3198
min-38-1;33.096779;2839
min-40-1;35.114513;2127
min-42-1;37.130447;3171
min-44-1;39.144833;2635
min-46-1;41.157883;3014
min-48-1;43.169796;2995
min-50-1;45.180706;4378
min-52-1;47.190754;5248
min-54-1;49.200012;5625
min-56-1;51.208549;6349
min-58-1;53.216515;7474
min-60-1;55.223907;7176
min-62-1;57.230740;7398
min-64-1;59.237183;8535
min-66-1;61.243252;7439
min-68-1;63.248947;6382
min-70-1;65.254196;7406
min-72-1;67.259247;9261
min-74-1;69.263962;9677
min-76-1;71.268494;8111
min-78-1;73.272758;8563
min-80-1;75.276756;10449
min-82-1;77.280548;9673
min-84-1;79.284210;10233
min-86-1;81.287697;13198
min-88-1;83.291000;11925
min-90-1;85.294113;12637
min-92-1;87.297173;12480
min-94-1;89.300041;13261
min-96-1;91.302689;15707
min-98-1;93.305412;18479
min-100-1;95.307854;20137
min-102-1;97.310417;17940
min-104-1;99.312592;24503
min-106-1;101.314972;18086
min-108-1;103.317001;18478
min-110-1;105.319084;18211
min-112-1;107.321259;27146
min-114-1;109.322945;27630
min-116-1;111.324814;27899
min-118-1;113.326805;28077
min-120-1;115.328537;24909
min-122-1;117.330223;24014
min-124-1;119.331825;28089
min-126-1;121.333221;25637
min-128-1;123.334984;26518
min-130-1;125.336182;31146
min-132-1;127.337875;29075
min-134-1;129.338974;32075
min-136-1;131.340256;35831
min-138-1;133.341782;37443
min-140-1;135.342865;44777
min-142-1;137.344254;48361
min-144-1;139.345352;36462
min-146-1;141.346497;38931
min-148-1;143.347733;42101
min-150-1;145.348785;41806
min-152-1;147.349792;42919
min-154-1;149.350754;44910
min-156-1;151.352051;43902
min-158-1;153.352829;48716
min-160-1;155.353851;45469
min-162-1;157.354858;53045
min-164-1;159.355728;50982
min-166-1;161.356918;52985
min-168-1;163.357803;59260
min-170-1;165.358505;57175
min-172-1;167.359177;56420
min-174-1;169.360291;59775
min-176-1;171.360977;57144
min-178-1;173.361313;56547
min-180-1;175.362625;63668
min-182-1;177.363220;64876
min-184-1;179.364090;60178
min-186-1;181.364441;74853
min-188-1;183.365250;85214
min-190-1;185.366119;84857
min-192-1;187.366577;88752
min-194-1;189.366959;91591
min-196-1;191.367828;88023
min-198-1;193.368744;75905
min-200-1;196.954483;87128
