fat-8-1;1.595387;53
fat-10-1;3.866598;79
fat-12-1;4.865824;160
fat-14-1;5.634895;249
fat-16-1;6.437597;226
fat-18-1;11.018990;517
fat-20-1;95.832336;3196
fat-22-1;42.783199;1358
fat-24-1;39.697159;1228
fat-26-1;46.003075;1538
fat-28-1;54.696007;2132
fat-30-1;69.512810;2866
fat-32-1;73.769554;3324
fat-34-1;109.874573;5686
fat-36-1;124.963058;7357
fat-38-1;129.730118;7986
fat-40-1;147.168488;10090
fat-42-1;152.296783;11842
fat-44-1;170.611237;14988
fat-46-1;176.181732;14457
fat-48-1;196.081650;17293
fat-50-1;201.970428;18552
fat-52-1;223.333832;21589
fat-54-1;216.324524;22287
fat-56-1;238.507797;33448
fat-58-1;230.527344;24724
fat-60-1;253.958633;29652
fat-62-1;260.230469;32017
fat-64-1;284.612427;36567
fat-66-1;259.449188;33318
fat-68-1;284.003754;40582
fat-70-1;290.325470;41775
fat-72-1;316.245819;49374
fat-74-1;305.334259;48455
fat-76-1;331.981873;54918
fat-78-1;320.231781;55117
fat-80-1;348.583984;63180
fat-82-1;335.949799;62968
fat-84-1;364.592194;74873
fat-86-1;371.507721;82078
fat-88-1;401.640564;91722
fat-90-1;366.382935;82848
fat-92-1;396.876099;95867
fat-94-1;403.818573;101611
fat-96-1;435.796906;113174
fat-98-1;420.144287;110767
fat-100-1;429.860657;118949
fat-102-1;436.823547;123608
fat-104-1;470.655090;136467
fat-106-1;478.160797;145082
fat-108-1;513.480530;163083
fat-110-1;469.564453;147592
fat-112-1;505.255768;165536
fat-114-1;512.780457;172341
fat-116-1;549.844055;194922
fat-118-1;530.104553;187572
fat-120-1;568.772766;207755
fat-122-1;548.025085;200459
fat-124-1;587.060303;227197
fat-126-1;595.138306;235761
fat-128-1;605.459900;244103
fat-130-1;582.928894;236695
fat-132-1;623.831116;264986
fat-134-1;631.919861;271567
fat-136-1;674.298767;310369
fat-138-1;650.380310;292546
fat-140-1;694.140747;323436
fat-142-1;669.269653;316345
fat-144-1;713.516541;347708
fat-146-1;687.768982;335792
fat-148-1;732.944153;371099
fat-150-1;706.258179;360579
fat-152-1;752.377930;404271
fat-154-1;724.791565;387749
fat-156-1;808.537048;467504
fat-158-1;780.410522;442816
fat-160-1;829.486267;497151
fat-162-1;800.452454;471529
fat-164-1;849.920288;521956
fat-166-1;819.946106;499039
fat-168-1;870.343994;536695
fat-170-1;839.476440;527190
fat-172-1;890.821594;573417
fat-174-1;858.996765;553583
fat-176-1;911.274170;607219
fat-178-1;920.492737;626713
fat-180-1;974.696777;676080
fat-182-1;898.564087;626027
fat-184-1;996.146912;720918
fat-186-1;961.946106;705375
fat-188-1;1017.572571;767996
fat-190-1;982.481750;742517
fat-192-1;1039.056152;807113
fat-194-1;1002.996521;782825
fat-196-1;1060.427002;854805
fat-198-1;1023.488342;827881
fat-200-1;9462.978516;41580104
