fat-8-1;1.595387;38
fat-10-1;3.866598;118
fat-12-1;4.865824;221
fat-14-1;5.634895;270
fat-16-1;6.437597;423
fat-18-1;7.398435;649
fat-20-1;15.372702;1277
fat-22-1;14.220192;1808
fat-24-1;19.935692;2342
fat-26-1;20.642456;2896
fat-28-1;26.840080;4856
fat-30-1;29.466814;6770
fat-32-1;38.156731;8104
fat-34-1;66.141800;15804
fat-36-1;73.061852;20326
fat-38-1;52.494827;14781
fat-40-1;55.949730;16849
fat-42-1;56.654308;22074
fat-44-1;59.787758;26166
fat-46-1;60.758003;27946
fat-48-1;65.653389;32479
fat-50-1;66.623848;38786
fat-52-1;69.869385;44279
fat-54-1;70.835480;50370
fat-56-1;74.117073;51905
fat-58-1;75.082336;58200
fat-60-1;78.949417;69004
fat-62-1;79.812424;76590
fat-64-1;83.108604;81506
fat-66-1;83.963310;90248
fat-68-1;87.238503;99095
fat-70-1;88.130081;106702
fat-72-1;91.415352;117236
fat-74-1;92.293175;129050
fat-76-1;95.565285;142850
fat-78-1;96.473267;153592
fat-80-1;100.099106;167961
fat-82-1;100.995285;186483
fat-84-1;104.306564;199834
fat-86-1;105.221397;216954
fat-88-1;108.531792;231584
fat-90-1;109.441689;250039
fat-92-1;112.774109;268306
fat-94-1;113.694870;287742
fat-96-1;117.020111;308956
fat-98-1;117.940315;336978
fat-100-1;121.605202;356442
fat-102-1;122.531242;379697
fat-104-1;125.869415;406956
fat-106-1;126.797501;430671
fat-108-1;130.157104;457915
fat-110-1;131.087585;488600
fat-112-1;134.439636;523407
fat-114-1;135.373825;552612
fat-116-1;138.734131;584814
fat-118-1;139.668015;620064
fat-120-1;143.355499;652573
fat-122-1;144.294464;693977
fat-124-1;147.671021;729923
fat-126-1;148.607468;759029
fat-128-1;151.981537;799856
fat-130-1;152.924393;854754
fat-132-1;156.307785;885407
fat-134-1;157.246582;934130
fat-136-1;160.629196;983872
fat-138-1;161.575119;1040646
fat-140-1;165.277756;1092688
fat-142-1;166.218506;1140898
fat-144-1;169.608521;1188756
fat-146-1;170.557037;1237981
fat-148-1;173.951767;1295492
fat-150-1;174.894196;1374019
fat-152-1;178.290527;1412457
fat-154-1;179.241196;1478834
fat-156-1;182.634705;1554041
fat-158-1;183.578629;1613138
fat-160-1;187.299500;1680924
fat-162-1;188.251923;1765129
fat-164-1;191.655594;1839485
fat-166-1;192.600677;1894026
fat-168-1;196.007339;1963420
fat-170-1;196.961197;2048078
fat-172-1;200.368591;2123951
fat-174-1;201.314880;2178534
fat-176-1;204.725769;2259927
fat-178-1;205.680908;2350685
fat-180-1;209.403702;2433988
fat-182-1;210.350906;2516057
fat-184-1;213.765579;2613211
fat-186-1;214.721741;2700862
fat-188-1;218.135284;2808090
fat-190-1;219.083679;2918100
fat-192-1;222.501648;3021551
fat-194-1;223.458679;3123410
fat-196-1;226.869888;3221926
fat-198-1;227.819504;3338188
fat-200-1;298.866211;4142338
